URL,Version,Status,OIDs,Name,Title,Description,Used
http://example.org/CodeSystem/GENYesNoUnknownCS,0.1.0,draft,,GENYesNoUnknownCS,GEN - Yes/No/Unknown,"","ValueSet/GENYesNoUnknownVS"
http://example.org/CodeSystem/RRTGENSexCS,0.1.0,draft,,RRTGENSexCS,RRT - GEN - Sex,"","ValueSet/RRTGENSexVS"
http://example.org/CodeSystem/susceptible-resistant-indeterminate-cs,0.1.0,draft,,SusceptibleResistantIndeterminateCS,Susceptible/Resistant/Indeterminate,"","ValueSet/susceptible-resistant-indeterminate-vs"
http://example.org/CodeSystem/tb-cs---confirmation-method-cs,0.1.0,draft,,TBCSConfirmationMethodCS,TB CS - Confirmation method,"","ValueSet/tb-cs---confirmation-method-vs"
http://example.org/CodeSystem/tb-cs---denotification-reasons-cs,0.1.0,draft,,TBCSDenotificationReasonsCS,TB CS - Denotification reasons,"","ValueSet/TBCSDenotificationReasonsVS"
http://example.org/CodeSystem/tb-cs---resistance-classification-cs,0.1.0,draft,,TBCSResistanceClassificationCS,TB CS - Resistance Classification,"","ValueSet/tb-cs---resistance-classification-vs"
http://example.org/CodeSystem/tb-cs---site-of-disease-cs,0.1.0,draft,,TBCSSiteOfDiseaseCS,TB CS - Site of disease,"","ValueSet/tb-cs---site-of-disease-vs"
http://example.org/CodeSystem/tb-cs---treatment-category-cs,0.1.0,draft,,TBCSTreatmentCategoryCS,TB CS - Treatment category,"","ValueSet/tb-cs---treatment-category-vs"
http://example.org/CodeSystem/tb-cs---treatment-history-cs,0.1.0,draft,,TBCSTreatmentHistoryCS,TB CS - Treatment history,"","ValueSet/tb-cs---treatment-history-vs"
http://example.org/CodeSystem/tb-cs---treatment-outcome-cs,0.1.0,draft,,TBCSTreatmentOutcomeCS,TB CS - Treatment outcome,"","ValueSet/TBCSTreatmentOutcomeVS"
http://example.org/CodeSystem/tb-lab---dst-result-cs,0.1.0,draft,,TBLABDSTResultCS,TB-LAB - DST result,"","ValueSet/tb-lab---dst-result-vs"
http://example.org/CodeSystem/tb-lab---final-culture-result-cs,0.1.0,draft,,TBLABFinalCultureResultCS,TB-LAB - Final culture result,"","ValueSet/tb-lab---final-culture-result-vs"
http://example.org/CodeSystem/tb-lab---lpa-specimen-cs,0.1.0,draft,,TBLABLPASpecimenCS,TB-LAB - LPA specimen,"","ValueSet/tb-lab---lpa-specimen-vs"
http://example.org/CodeSystem/tb-lab---mtb-test-result-cs,0.1.0,draft,,TBLABMTBTestResultCS,TB-LAB - MTB test result,"","ValueSet/tb-lab---mtb-test-result-vs"
http://example.org/CodeSystem/tb-lab---sample-quality-cs,0.1.0,draft,,TBLABSampleQualityCS,TB-LAB - Sample quality,"","ValueSet/tb-lab---sample-quality-vs"
http://example.org/CodeSystem/tb-lab---sample-status-cs,0.1.0,draft,,TBLABSampleStatusCS,TB-LAB - Sample status,"","ValueSet/tb-lab---sample-status-vs"
http://example.org/CodeSystem/tb-lab---smear-result-cs,0.1.0,draft,,TBLABSmearResultCS,TB-LAB - Smear result,"","ValueSet/tb-lab---smear-result-vs"
