URL,Version,Status,OIDs,Name,Title,Description,Used
http://example.org/CodeSystem/GENYesNoUnknownCS,0.1.0,draft,,GENYesNoUnknownCS,GEN - Yes/No/Unknown,"","ValueSet/GENYesNoUnknownVS"
http://example.org/CodeSystem/RRTGENSexCS,0.1.0,draft,,RRTGENSexCS,RRT - GEN - Sex,"","ValueSet/RRTGENSexVS"
http://example.org/CodeSystem/SusceptibleResistantIndeterminateCS,0.1.0,draft,,SusceptibleResistantIndeterminateCS,Susceptible/Resistant/Indeterminate,"","ValueSet/SusceptibleResistantIndeterminateVS"
http://example.org/CodeSystem/TBCSConfirmationMethodCS,0.1.0,draft,,TBCSConfirmationMethodCS,TB CS - Confirmation method,"","ValueSet/TBCSConfirmationMethodVS"
http://example.org/CodeSystem/TBCSDenotificationReasonsCS,0.1.0,draft,,TBCSDenotificationReasonsCS,TB CS - Denotification reasons,"","ValueSet/TBCSDenotificationReasonsVS"
http://example.org/CodeSystem/TBCSResistanceClassificationCS,0.1.0,draft,,TBCSResistanceClassificationCS,TB CS - Resistance Classification,"","ValueSet/TBCSResistanceClassificationVS"
http://example.org/CodeSystem/TBCSSiteOfDiseaseCS,0.1.0,draft,,TBCSSiteOfDiseaseCS,TB CS - Site of disease,"","ValueSet/TBCSSiteOfDiseaseVS"
http://example.org/CodeSystem/TBCSTreatmentCategoryCS,0.1.0,draft,,TBCSTreatmentCategoryCS,TB CS - Treatment category,"","ValueSet/TBCSTreatmentCategoryVS"
http://example.org/CodeSystem/TBCSTreatmentHistoryCS,0.1.0,draft,,TBCSTreatmentHistoryCS,TB CS - Treatment history,"","ValueSet/TBCSTreatmentHistoryVS"
http://example.org/CodeSystem/TBCSTreatmentOutcomeCS,0.1.0,draft,,TBCSTreatmentOutcomeCS,TB CS - Treatment outcome,"","ValueSet/TBCSTreatmentOutcomeVS"
http://example.org/CodeSystem/TBLABDSTResultCS,0.1.0,draft,,TBLABDSTResultCS,TB-LAB - DST result,"","ValueSet/TBLABDSTResultVS"
http://example.org/CodeSystem/TBLABFinalCultureResultCS,0.1.0,draft,,TBLABFinalCultureResultCS,TB-LAB - Final culture result,"","ValueSet/TBLABFinalCultureResultVS"
http://example.org/CodeSystem/TBLABLPASpecimenCS,0.1.0,draft,,TBLABLPASpecimenCS,TB-LAB - LPA specimen,"","ValueSet/TBLABLPASpecimenVS"
http://example.org/CodeSystem/TBLABMTBTestResultCS,0.1.0,draft,,TBLABMTBTestResultCS,TB-LAB - MTB test result,"","ValueSet/TBLABMTBTestResultVS"
http://example.org/CodeSystem/TBLABSampleQualityCS,0.1.0,draft,,TBLABSampleQualityCS,TB-LAB - Sample quality,"","ValueSet/TBLABSampleQualityVS"
http://example.org/CodeSystem/TBLABSampleStatusCS,0.1.0,draft,,TBLABSampleStatusCS,TB-LAB - Sample status,"","ValueSet/TBLABSampleStatusVS"
http://example.org/CodeSystem/TBLABSmearResultCS,0.1.0,draft,,TBLABSmearResultCS,TB-LAB - Smear result,"","ValueSet/TBLABSmearResultVS"
